,Data
0,0.6938236858600605
1,0.9849823215783042
2,0.9822280453160893
3,0.7169625303867032
4,0.8342771847194109
5,0.8482404013018128
6,0.9940820317636297
7,0.8931348995130456
8,0.7471621689926773
9,0.999863995878239
10,0.7049344254244795
11,0.9839263715454337
12,0.8996562266719438
13,0.7913652175558994
14,0.4438344972331218
15,0.9078230176284067
16,0.9439540830505496
17,0.9102562246894409
18,0.8081175316973591
19,0.9355717555259145
20,0.8595868377142024
21,0.9805674757248956
22,0.9967601669538273
23,0.8578710500762631
24,0.9177747573117326
25,0.9198420512588137
26,0.9890684371630728
27,0.45899759984032196
28,0.44349907724084114
29,0.8208571603815369
30,0.7200621775335334
31,0.7224079134345105
32,0.50121544942956
33,0.764232235523931
34,0.989531087853826
35,0.766853042073073
36,0.9728497099300563
37,0.8708343127674875
38,0.6511660246583811
39,0.6940840630339215
40,0.9270652747521011
41,0.7359419964897529
42,0.7727116765265116
43,0.9075997881253179
44,0.9973451860737195
45,0.9805341548884282
46,0.5831966586217397
47,0.9644771726822763
48,0.15781122721850846
49,0.9059408036500135
50,0.9816103762108624
51,0.9880493244804102
52,0.9718081117731908
53,0.9865243051451872
54,0.6358961391304742
55,0.8481667860793118
56,0.8847712785083522
57,0.400428569226077
58,0.9588995104980989
59,0.8255659235912992
60,0.8481035010787132
61,0.9852448920478171
62,0.9932437891316722
63,0.605790232540428
64,0.963574575501845
65,0.9908319900114818
66,0.9863397149843893
67,0.763336218997575
68,0.8689253662371909
69,0.6277043582360965
70,0.9996881957649177
71,0.9693174930922485
72,0.884645226574975
73,0.8051690020584292
74,0.5687034891673306
75,0.9721459234269212
76,0.8092203093089784
77,0.7882493142628203
78,0.8318719445978678
79,0.8793039243450828
80,0.9014080721420592
81,0.9237266147408436
82,0.9642951997619814
83,0.8075390788874324
84,0.950160393041478
85,0.4815355302128754
86,0.7412084141954478
87,0.8217131130467283
88,0.7920937204569805
89,0.5775355596809731
90,0.5424200685780324
91,0.8473187015487932
92,0.6949161951725279
93,0.9101330434128014
94,0.9313772510539513
95,0.7782545957153368
96,0.9595247848720285
97,0.6583332960882425
98,0.5814530936576277
99,0.6265528228196668
100,0.816125147362074
101,0.8786703582589446
102,0.9788063228649534
103,0.81310580213362
104,0.971380896770852
105,0.9949532696578148
106,0.7866666313982837
107,0.9583846164596718
108,0.45089088990042575
109,0.999614651621207
110,0.9430628652710387
111,0.8188069496821067
112,0.9650366811199687
