,Data
0,0.00016561336247322648
1,0.27359978249551675
2,0.0037776685403491505
3,0.020293208340396694
4,0.28470956452533996
5,0.478207457734851
6,0.09186369587298497
7,0.09354334188897452
8,0.4609241494460498
9,0.013594294303695052
10,0.343156646530523
11,0.28370038304576484
12,0.3562394126297755
13,0.12602431874846545
14,0.0045520278301770896
15,0.12583269677989872
16,0.2436042426110794
17,0.11794765510694558
18,0.02005005938170943
19,0.5576937412015428
20,0.005831095484054006
21,0.7874733832679351
22,0.4206342174780808
23,0.20348596243929035
24,0.000774910870367368
25,0.16252917741520742
26,0.2334783006892814
27,0.10646958670779127
28,0.00010383338112115142
29,0.011341629309255408
30,0.3657815692079232
31,0.1177444788305973
32,0.4589275872580677
33,0.1920559806619665
34,0.011280707594172717
35,0.06941682409992549
36,0.07166820617352257
37,0.428686476376009
38,0.08456851661300321
39,0.4703253351790127
40,0.01366622927235212
41,0.35511924127822214
42,0.013542108434170762
43,0.09349330742542121
44,0.02781035817576036
45,0.26259423079996563
46,0.31260672059773276
47,0.3596835630824003
48,0.5355057507909545
49,0.2365443217094587
50,0.12911311487404303
51,0.029312010236448836
52,0.34176619830997934
53,0.15830010673852973
54,0.2156342640851589
55,0.32108017056423505
56,0.05152498391978323
57,0.30806511315844787
58,0.010079330871307487
59,0.32903205603637786
60,0.18836748506902665
61,0.2093807640822806
62,0.07234515286662041
63,0.2363164669677809
64,0.3659348573303573
65,0.001860807999262104
66,0.0015004487118465482
67,0.24027897239113746
68,0.5585722825050022
69,0.007468852015635049
70,0.05824602531818737
71,0.00652768348418711
72,0.0015956793981157455
73,0.1511361869160737
74,0.3136857993566982
75,0.3919126914247291
76,0.004288681184101141
77,0.06698649506753186
78,0.01477514277824135
79,0.5185883993081624
80,0.06366995239496183
81,0.018557530568641845
82,0.0260195275253495
83,0.3274452218305313
84,0.30652681836672985
85,0.020744347275159208
86,0.1254654437249479
87,0.0007334116753671471
88,0.3037479306997255
89,0.11296429926245057
90,0.046488925724386156
91,0.08212139098714623
92,0.6842366174824404
93,0.0003531557345391699
94,0.1040572515098539
95,0.42862338960723523
96,0.14848935241156566
97,0.45030740998497765
98,0.23791377878209666
99,0.23419240302375763
100,0.05256150748140742
101,0.009025337111812642
102,0.09696393173524369
103,0.031090921327308643
104,0.035949389079787154
105,0.005910852028698319
106,0.02131638544970423
107,0.008846444711694913
108,0.04277117645447147
109,0.007993556342581682
110,0.43566949730498283
111,0.21112538908048206
112,0.26117288703095676
113,0.07764524601910298
114,0.0718602316445411
115,0.4112165234648556
116,0.033548945525000144
117,0.7164911874921499
118,0.011088727484164689
119,0.6649373686546712
120,0.254106893195895
121,0.06416665822110301
122,0.46179716597712445
123,0.0966108406296041
124,0.048196427692263434
125,0.0991964254042936
126,0.4390687045408685
127,0.011873309743861735
128,0.005551791890838378
129,0.08346170531961064
130,0.19491807134288758
131,0.0420418098490003
132,0.06343093847910979
133,0.14589121238497513
134,0.4297784099615839
135,0.09721230353175858
136,0.00022111334279682898
137,0.15650476405346467
138,0.011300993278310367
139,0.16526969498167574
140,0.12096236190576169
141,0.35790600587018206
142,0.10829560576538562
143,0.2130780677207528
144,0.17280228031337233
145,0.5138680067975251
146,0.15017537616360332
147,0.1491155555377245
148,0.04622501557227459
149,0.1493108706580582
150,0.1901547007874682
151,0.024231040837360673
152,0.0029385373092616187
153,0.02050187193181524
154,0.06530176241940769
155,0.20843773990497422
156,0.28250064583563833
157,0.08101762641568999
158,0.00011415176103784445
159,0.0532028536946178
160,0.15725790463678413
161,0.13815669674949826
162,0.030622936766358123
163,0.0017645147611720115
164,0.11183888993105996
165,0.3571925021722418
166,0.16631053699599374
167,0.00022876924854270002
168,0.3156598617434371
169,0.07481653156869165
170,0.05822610691194504
171,0.020834220515011256
172,0.012313452885718687
173,0.0741523807002731
174,0.22720457304725072
175,0.06346985518844585
176,0.5582620724493919
177,0.39445049866812687
178,0.634116662729462
179,0.22340552216565585
180,0.573145055599412
181,0.037460129452759436
182,0.16343181494145173
183,0.1115790409323306
184,0.31681407030745024
185,0.05126171521578234
186,0.013105901026992987
187,0.014196861308504874
188,0.21780588172704496
189,0.09633110269136912
190,0.1565271333674624
191,0.1088226673690407
192,0.06818986202324327
193,0.05479370001910644
194,0.0007218419264085557
195,0.027078043978070926
196,0.17093597298011307
197,0.29883691351080655
198,0.09916148119278374
199,0.2060962034197271
200,0.09634624896482792
201,0.039793754101129064
202,0.39926915140312974
203,0.017883475206842508
204,0.032885545451578534
205,0.003788226425546357
206,0.12303951825143637
207,0.2573469850389431
208,0.05522142729890888
209,0.08837930144324274
210,0.02412273668506225
211,0.08518503434736821
212,0.10764578390133014
213,0.2762671149553394
214,0.10296055818393916
215,0.042751845878597206
216,0.025362788572540963
217,0.14283679966796478
218,0.10897799002450884
219,0.3804498441588664
220,0.15465384281749747
221,0.11272452674403605
222,0.16236515670552823
223,0.15609371491015686
224,0.3289709458003523
225,0.21077080353946467
226,0.11888260460445943
227,0.07676648836167217
228,0.019048414337284096
229,0.14354504209243082
230,0.03802090116949665
231,0.0011002898712173625
232,0.04757875018150845
233,0.05330842391503293
234,0.05453304342811738
235,0.00815015980432147
236,0.03429684428598977
237,0.16894249061981606
238,0.20061959397441823
239,0.2172204487087892
240,0.15022600315565535
241,0.5585733298107681
242,0.14043748050069993
243,0.3738137405375037
244,0.09751552276744581
245,0.44778565446342294
246,0.032590906527436764
247,0.40619938176050324
248,0.11811621747669747
249,0.08813627109260624
250,0.004025871019169949
251,0.01443945579542097
252,0.41712191834329837
253,0.07953595149532854
254,0.30663554478688926
255,0.005466009632948775
256,0.47866348544048226
257,0.018823369893692075
258,0.0002004430123755727
259,0.07808039079982516
260,0.06583191636340614
261,0.12537579744377245
262,0.03206408227068189
263,0.21770342903290296
264,0.0332586943790487
265,0.1109935955244413
266,0.4444374324457854
267,0.13499764844676546
268,0.3370878711134911
269,0.5297111446162369
270,0.0600470720971967
271,0.10103884456109778
272,0.07080593137998707
273,0.005423820121833542
274,0.014698198783064758
275,0.001105199178931532
276,0.0030760127195908643
277,0.05280492140088725
278,0.049160658961569126
279,0.35968722087391525
280,0.12771227986977832
281,0.18222333114269282
282,0.3416855946767095
283,0.1013611284284019
284,0.1707956107059189
285,0.2302187024253039
286,0.04551684949695259
287,0.053377625460214066
288,0.0454082897836746
289,0.10786950551651792
290,0.2500115480089875
291,0.4578201646474951
292,0.02195307198410326
293,0.06710495901519944
294,0.02979724427182175
295,0.35947963084609597
296,0.24281116525483964
297,0.11663157074607094
298,0.22800935984748189
299,2.210507787453052e-06
300,0.36276817227705777
301,0.0011465084103875673
302,0.0012977306982968472
303,0.4102921820843849
304,0.12289949496072188
305,0.2090553052480834
306,0.08607710077899781
307,0.30377046041777894
308,0.0953666707907512
309,0.001776899758554887
310,0.13952997129004593
311,0.529710909472163
312,0.3163518407180711
313,0.18630354132356447
314,0.01942985379532961
315,0.1384844399999861
316,0.29148423920700584
317,0.28767820913348396
318,0.03874159517057492
319,0.00012454498436885355
320,0.262073504306372
321,0.08780061646930323
322,0.50125165519318
323,0.10522586072925748
324,0.1914594308060832
325,0.11579974896153301
326,0.2385198909323481
327,0.08367882362043824
328,0.05146913970518372
329,0.1726360920681305
330,0.03453488703138447
331,0.008806894206605987
332,0.03636937693516081
333,0.07460857885814437
334,0.1263258432244624
335,0.02389745703008113
336,0.40639004163307263
337,0.4914665355155105
338,0.00026676754595946747
339,0.019219787944411
340,0.062025478898073014
341,0.14198227525838214
342,0.3681345393411421
343,0.5101429906688307
344,0.0013069166542248505
345,0.19593520729943306
346,0.2680196279846162
347,0.01753500535323235
348,0.5085639079131306
349,0.13210799289984348
350,0.0815121184661419
351,0.1850978444805253
352,0.12721295854528614
353,1.7116486625837997e-05
354,0.05815556807720144
355,0.3545828734145233
356,0.13794533872330905
357,0.000684170663932915
358,0.5195398604487976
359,0.1303065436021048
360,0.05404999942602039
361,0.03563909946726611
362,0.1143225416528289
363,0.1141837170553704
364,0.7066928413925858
365,0.06292382255900303
366,0.571750279027635
367,0.6342799567087779
368,0.0006350161573754593
369,0.048460046143494515
370,0.03453260700897469
371,0.009387230353641139
372,0.08036257015819268
373,0.11413226498952903
374,0.013173227968228191
375,0.2730920044376286
376,0.11690302820390262
377,0.29988886826908195
378,0.22267891067706896
379,0.0089233914702636
380,0.23702600781624267
381,0.07853258951052845
382,0.4242631026592784
383,0.03416731763417258
384,0.3580090950077623
385,0.2852569386898951
386,0.6159263194570912
387,0.10398771151284616
388,0.16797405583507424
389,0.17904015521250996
390,0.0607970205281175
391,0.04249870546663904
392,0.6414056297632058
393,0.1880263708683318
394,0.0782331372600665
395,0.17338325282704642
396,0.0446279131880961
397,0.08904829754363414
398,0.012848452128521218
399,0.025115677468964637
400,0.008977752811605637
401,0.03864752198522329
402,0.036444596600452274
403,0.6193756311376125
404,0.0007756470049462441
405,0.011949654605502078
406,0.22400022200478506
407,0.01709936161797648
408,0.5971896082557369
409,0.35306458167576854
410,0.12459342669556991
411,0.724294923850448
412,0.06302053444064369
413,0.00010591341379398039
414,0.12272599928491394
415,0.018960889540184097
416,0.18822968328026835
417,0.47271016566071844
418,0.0017819949580319047
419,0.22152570385550066
420,0.21196001616083493
421,0.11241291962471618
422,0.47336987032452255
423,0.134739971492729
424,0.15649824602687182
425,0.26373060924033614
426,0.007200842439920821
427,0.008192037859720334
428,0.051504896116179595
429,0.14072951512494072
430,0.059327288083814385
431,0.03167801519547813
432,0.11717418417072349
433,0.33960162258218324
434,0.25889100836641965
435,0.0959639349997421
436,0.07626755325714303
437,0.007937141992146854
438,0.011412377691934334
439,0.02345188713443329
440,0.0938905627161426
441,0.1827483387970509
442,0.021137200081523
443,0.3711588384256156
444,0.0030455508626993956
445,0.09191797933742428
446,0.20242123026351397
447,0.005353491299243169
448,0.06824899265877683
449,0.11142838340336737
450,0.06681517318576037
451,0.1118985784375644
452,0.5779580113386379
453,0.054276894520602935
454,0.00011653938790065396
455,0.43106855994062454
456,0.07989604358224915
457,0.050181490494515306
458,0.6809115643008365
459,0.08333967628007244
460,0.06028245066109703
461,0.13940517475639394
462,0.2576732110147261
463,0.00014507905556809778
464,0.04039120151835443
465,0.16053394287691655
466,0.4748989223511904
467,0.07524933668453869
468,0.06364384819188555
469,0.2295724683827802
470,0.05685649105733246
471,0.08831367873636657
472,2.6471477157749718e-05
473,0.03755934822942848
474,0.028406345188666957
475,0.18967932438706214
476,0.11658268391634133
477,0.4019478510027919
478,0.3504202605270018
479,0.775020061598994
480,0.03495563044456955
481,0.08227470832044063
482,0.1849644166877015
483,0.021068907152170257
484,0.0024015837392191873
485,0.099498826328716
486,0.019664423606449204
487,0.02110550962138964
488,0.09260563782915691
489,0.084326128944653
490,0.008720455953687402
491,0.8226725409365039
492,0.18344361078041344
493,0.1413322905281373
494,0.004630460957261064
495,0.06894266064515599
496,0.007603054695889785
497,0.13480750263934654
498,0.015935395228254625
499,0.033104010571014135
500,0.01668355622187936
501,0.4183477972416599
502,0.012316031101988784
503,0.2530183564516779
504,0.04334872696044251
505,0.019888604676404523
506,0.04502407413246774
507,0.3844542686335369
508,0.02108208646502916
509,0.1712643236325213
510,0.06057454538218004
511,0.12018770563078972
512,0.26147740866007824
513,0.02237464122905726
514,0.020658894636624577
515,0.2616161042269267
516,0.17800299246672419
517,0.2763361127580207
518,0.0017634200479477095
519,0.009411030112597632
520,0.45810329343410366
521,0.00019768917602696506
522,0.3167264823454144
523,0.14245720121409836
524,0.48638342744474966
525,0.02408317489787267
526,0.15321461274385814
527,0.03676951714875936
528,0.45685340549288506
529,0.11893721718947128
530,0.0005654618838978914
531,0.15604969115708647
532,0.4538932975324748
533,0.01318755651503498
534,0.2417295441702812
535,0.4390681475605302
536,0.3056692110001435
537,0.2088776354455345
538,0.4102570943531095
539,0.3197341445681154
540,0.5148989863570332
541,0.1263113575501708
542,0.09311253417411186
543,0.017802540726249268
544,0.05757420385469589
545,0.022343896871018544
546,0.07038271785000615
547,0.30760617653306715
548,0.07430881843621101
549,0.19790587240059457
550,0.16892221562334503
551,0.015193410769084268
552,0.08770089781475318
553,0.054300673508677975
554,0.04478559433455733
555,0.09264643402830369
556,0.04523438036188783
557,0.03073621885367555
558,0.4989032710825922
559,0.011482417066709497
560,0.3227773760776255
561,0.17559857605045034
562,0.10306065303060628
563,0.38106953827037654
564,0.20425687874404094
565,0.5914108067305728
566,0.4465528731534242
567,0.019709923174478863
568,0.1477681105561449
569,0.033860483679766705
570,0.3880779143595225
571,0.043608211169896195
572,0.5163509353779824
573,0.3975340094991762
574,0.1475054628959692
575,0.11657113095521197
576,4.5157185387343424e-05
577,0.28456898683191023
578,0.0629013890991126
579,0.12635161540175086
580,0.11982727663665128
581,0.420643349466406
582,0.2599109845511451
583,0.016915251968951744
584,0.15745695720447658
585,0.25304216631282467
586,0.005197697349002021
587,0.15979886060349707
588,0.16852287339091704
589,0.5772137657124958
590,0.14144292496118552
591,0.002193726784785963
592,0.17491050194869587
593,0.1731977397591807
594,0.15329470396952125
595,0.7051666342375742
596,0.005999086971647325
597,0.017829596536148205
598,0.19861045315214942
599,0.044174366543851304
600,0.31723794581279435
601,0.12117160923261992
602,0.45101211244281103
603,0.017136710215276987
604,0.25895455821557706
605,0.022372749693701944
606,0.16448800980506836
607,0.2750591101634702
608,0.004318909155729951
609,0.3385611961920138
610,0.5816884650377696
611,0.11339862840497181
612,0.3656254088791438
613,0.07432104928320384
614,0.5532385818885166
615,0.013684805646374075
616,0.15219963062368846
617,0.02254213520910795
618,0.2625667178792492
619,0.0893442954671399
620,0.07862957022256069
621,0.1357523078171341
622,0.446343614347332
623,0.018373110594909783
624,0.0035112034073824278
625,0.30978107091998774
626,9.06548266826522e-05
627,0.0015628425134812433
628,0.2201521959298628
629,0.13512441593418978
630,0.045510188727710184
631,0.04490719185732964
632,0.1411776157194885
633,0.24144100026576865
634,0.16471215007033
635,0.042547779632002125
636,1.1257330489238233e-05
637,0.08986668881861075
638,0.02244239009164533
639,0.003211288482968837
640,0.01511373224485191
641,0.7909531379076277
642,0.4866276067584056
643,0.38587429624935843
644,0.31858766259395327
645,0.10468484959970123
646,0.11690378968390322
647,0.0058511205387799204
648,0.13655411613498586
649,0.5699237061959572
650,0.03792136673870509
651,0.4407844599093318
652,0.033099118287783814
653,0.2847492571785004
654,0.21677517544589925
655,0.19494684011230345
656,0.013105130920580575
657,0.06185200676453075
658,4.742361634611685e-06
659,0.012584602257306367
660,0.4913213349638299
661,0.00454425571481226
662,0.10003896279761058
663,0.2288509920565554
664,0.16175535276812647
665,0.21607305227171533
666,0.7867318702558843
667,0.7566968105382654
668,0.3924526710447529
669,0.012379219691273917
670,0.13884764595874077
671,0.17695776975773359
672,0.05062554874062104
673,0.06047071651109205
674,0.12806211222723335
675,0.34560982162823267
676,0.04634281892030577
677,0.026123443175685237
678,0.3304267321670742
679,0.1462674095646277
680,0.029663271714011216
681,0.16927043862342184
682,0.3895231976179359
683,0.0026361448856131154
684,0.05106800981437435
685,0.17740582901410903
686,0.31027342780479006
687,0.279841437045794
688,0.21479646965437568
689,0.00704514303672797
690,0.10920587572031679
691,0.007587001320576314
692,0.1938221081758144
693,0.013051900579430061
694,0.1826747098610147
695,0.06129973979391917
696,0.4963253876078682
697,0.1491727479225475
698,0.11312057188088807
699,0.002026036980019892
700,0.10458803452126696
701,0.23734477189196923
702,0.07492293145909701
703,0.33622574098521213
704,0.0011322539735699145
705,0.05977067372811262
706,0.12198668334802357
707,0.04200895025724387
708,0.006651645974037013
709,6.114136787767987e-05
710,0.05363173421654484
711,0.0849902795006498
712,0.06050818639996197
713,0.003492288412718475
714,0.04397329195426456
715,0.09939405312616358
716,0.1313383569779383
717,0.0758698884520112
718,0.036389935243425514
719,0.1582690574696154
720,0.04176293844249002
721,0.03548623716106558
722,0.007461497685297371
723,0.35680106131636363
724,0.6329654581511102
725,0.4280761066191717
726,0.48265465359916865
727,0.008803966493203736
728,0.027695886652694988
729,0.0026551484656541563
730,0.17001489374947787
731,0.44904513901645426
732,0.00042721099883091416
733,0.06339631952753216
734,0.044776573343329816
735,0.26627514942185776
736,0.13637169463771737
737,0.06557962005563762
738,0.14209595411206208
739,0.23491482842690287
740,0.3206949310006832
741,0.007669087465237106
742,0.0011519737516506132
743,0.004751601640622904
744,0.0019474664606674245
745,0.28020893413249237
746,0.336258926369816
747,0.08770085205575805
748,0.24330005775232863
749,0.022215432624231257
750,0.09625265183499956
751,0.3118225776466546
752,0.008477337551483145
753,0.03225209022457699
754,0.2620444767261581
755,0.007816185995393007
756,0.009694906389101665
757,0.17597206998097642
758,0.04085372877840228
759,0.09711934071212905
760,0.10458533051591785
761,0.018327245236333268
762,0.1784888017307547
763,0.4432883732151708
764,0.4442491856896158
765,0.030171617503433865
766,0.0956691077747072
767,0.0714088539954845
768,0.11239709291770533
769,0.23451187558586534
770,0.20019097285049722
771,0.39505822830209153
772,0.12054006931008678
773,0.17123359015098125
774,0.0035565549294185052
775,0.14807912753270447
776,0.15188181262127978
777,0.2607147820124747
778,0.007786408575224461
779,0.17506615361585898
780,0.29088840932942567
781,0.018586635121408554
782,0.14846721041161526
783,0.045280469101232984
784,0.011485571773722907
785,0.5988871180829807
786,0.13362700935444763
787,0.12512895182536923
788,0.4877225537963989
789,0.012303834018953113
790,2.6778129447921403e-05
791,0.4161654693560548
792,0.1692526924579922
793,0.18132870494933817
794,0.06675678762485245
795,0.13447171833415225
796,0.10468745594444243
797,0.33321598538274455
798,0.2880491719935752
799,0.2733055627618946
800,0.17576989890107522
801,0.3156363039745221
802,0.04578741232788929
803,0.03430235397982874
804,0.018601553884065283
805,0.057839574285536516
806,0.08447550525707204
807,0.07559186714846955
808,0.08014025341518514
809,0.15749969461650665
810,0.1580373639639048
811,0.8312587640668533
812,0.46123826924499167
813,0.05888047413846017
814,0.5000695302406617
815,0.060211298363612734
816,0.07398047257125498
817,0.01804910236097708
818,0.1567695153597022
819,0.2500833196607759
820,0.12609210046112646
821,0.010469277938397767
822,0.17434793226579204
823,0.18343763845724118
824,0.19456128878066808
825,0.056712804488487784
826,0.023179696403340902
827,0.2783895114780727
828,0.03627521484473864
829,0.10212121984029061
830,0.12500649830995933
831,0.31116789625970953
832,0.5152027932768245
833,0.05883299318372041
834,0.1219866130652941
835,0.3637865992016474
836,0.2163006468175601
837,0.5540087620337732
838,0.04378964121320997
839,0.04149178907497469
840,0.03846634510107373
841,0.03555636364887678
842,0.020264625466799562
843,0.28374376685965497
844,0.23922450006986676
845,0.002978109741377182
846,0.06109992624601902
847,0.1970081575124812
848,0.39950699203373474
849,0.381771064757359
850,0.3855755022884605
851,0.12404696052033548
852,0.028707740280419093
853,0.7605122552789408
854,0.3638249052681621
855,0.009415030619706832
856,0.05562540863306874
857,0.029672091217599374
