,Data
0,0.5015027395240117
1,0.5070770238951681
2,0.5182459516515243
3,0.5130885590655441
4,0.5313000980036524
5,0.5417578985863846
6,0.4296422885928728
7,0.43703567818344113
8,0.5038991928017322
9,0.4839957957410065
10,0.5150083193050051
11,0.5138100490068431
12,0.44243631983056403
13,0.4658337110198052
14,0.4537479798580477
15,0.5265628847933873
16,0.5322054705361445
17,0.5220658846012541
18,0.5081250767129143
19,0.461850369947487
20,0.489687628959714
21,0.5321894924444764
22,0.5156192562222605
23,0.4900058778896717
24,0.5784316275560027
25,0.4961975163491153
26,0.4996485831262812
27,0.43995846161329005
28,0.4968773372099663
29,0.5213574765373704
30,0.501754550936264
31,0.5223153189388309
32,0.49301938385762195
33,0.5319023085565231
34,0.5073824426523947
35,0.46776483824689474
36,0.49885581737103013
37,0.5460713304125806
38,0.4688759298159337
39,0.5112850949382166
40,0.4941595743519074
41,0.5326065340427323
42,0.5889827696921307
43,0.5110258092137109
44,0.524868232372144
45,0.5456129399818366
46,0.4959490907280516
47,0.5257470026641947
48,0.49132960080396754
49,0.5186158152679067
50,0.476347378286885
51,0.5145287413289211
52,0.4867359978450842
53,0.4775959096363515
54,0.4868699250613838
55,0.46775680036183814
56,0.5231013988961865
57,0.4771589734557428
58,0.5090483108461616
59,0.4776736414992295
60,0.5007831434148464
61,0.5338987910617276
62,0.5313279527785959
63,0.5372430518996175
64,0.5109063224908083
65,0.50760472471076
66,0.5517819892118433
67,0.501964448922346
68,0.5215504799721963
69,0.3996420959414594
70,0.5029483253654683
71,0.5764640276247344
72,0.5408624039093956
73,0.5365823444251384
74,0.47908879854091724
75,0.4764604996229678
76,0.45450019047854895
77,0.4770363771600579
78,0.5607781727791139
79,0.4992353491875127
80,0.5062987290120029
81,0.4923026677431373
82,0.4988326340136133
83,0.4707417240836896
84,0.4607745937700908
85,0.5238928882844076
86,0.5457512850504885
87,0.470932834507329
88,0.4886188396158992
89,0.5039795244904698
90,0.4257669550100191
91,0.43212079336528814
92,0.5045153718850302
93,0.49251387626186394
94,0.5173117668503912
95,0.5086812853798757
96,0.4418063825530243
97,0.5088269342301435
98,0.5538417470041587
99,0.5050613814986725
100,0.4694081280938649
101,0.4961950154913912
102,0.467165135656451
103,0.5034633885237263
104,0.5267003396221005
105,0.502292138977581
106,0.5133968027456001
107,0.5407800154883123
108,0.4912929630014651
109,0.4938764349954668
110,0.5543276118752039
111,0.4506816055272996
112,0.4923305185621585
113,0.4873126257244638
114,0.42403670418803824
115,0.5520610693193013
116,0.49735927196768015
117,0.5177436086241116
118,0.4379232773529931
119,0.5742699534210546
120,0.5201994110944372
121,0.4979473900603436
122,0.44390769505028255
123,0.468049276243025
124,0.4645972469751198
125,0.5359858439224457
126,0.49663956676653875
127,0.5203026585333694
128,0.49091777758136923
129,0.4948627429565257
130,0.48849178505053603
131,0.5068841226161458
132,0.5027379512136609
133,0.5245564184255956
134,0.49202537453736084
135,0.44652585461991606
136,0.49755935751462593
137,0.525318926424203
138,0.46613706597628374
139,0.4969661177787206
140,0.5124713589789847
141,0.4712918950652056
142,0.5147483295029885
143,0.5308524022166221
144,0.445358609077381
145,0.4624437546942181
146,0.4787168193595655
147,0.5178085408601951
148,0.5082190732382657
149,0.42884418413614916
150,0.4645493141985162
151,0.539472191476142
152,0.47538597399374355
153,0.5219755652398987
154,0.4374054299168861
155,0.5048819774636598
156,0.5002771598462917
157,0.5151309842057732
158,0.46129881877394724
159,0.5075094436379393
160,0.5205965036998207
161,0.5584629183011032
162,0.46791737396525473
163,0.45389796493679957
164,0.45909381736170424
165,0.4486277471174489
166,0.5199349504978982
167,0.5077202557378682
168,0.5232032497541991
169,0.5250600034797204
170,0.5213166319970459
171,0.44243750536308096
172,0.5020030866733696
173,0.5007543483419192
174,0.5010581763533254
175,0.4892444039384058
176,0.5027037321597889
177,0.491476430089614
178,0.46579044455763136
179,0.501908228118573
180,0.5099000534628364
181,0.5103502432232142
182,0.5419716474324279
183,0.5474268511473205
184,0.4627600435220521
185,0.5012172668365815
186,0.514243274907784
187,0.5047733628610143
188,0.49693183430984744
189,0.5316570169475183
190,0.5166314265103563
191,0.4409294944960562
192,0.5505555932017877
193,0.5557887759018761
194,0.5647298921714288
195,0.46238680884426026
196,0.456294484773561
197,0.4963632231974773
198,0.4945392133068963
199,0.43170339491947013
200,0.5214442834988051
201,0.5326334284016218
202,0.505828103960505
203,0.4723797244688535
204,0.46589985138583706
205,0.4913995846239784
206,0.5254289440220866
207,0.48012858694951327
208,0.5023667470460565
209,0.5617672723768313
210,0.46030478780011
211,0.47756643411052624
212,0.5361505484563184
213,0.4840734510337833
214,0.4959590103721725
215,0.5145421597616594
216,0.5037977401563014
217,0.45436173345354486
218,0.5208473922632448
219,0.5174204695413953
220,0.5663831719325426
221,0.5181930207314245
222,0.48177558087758504
223,0.5393059829478661
224,0.47857404515098795
225,0.5003431736538901
226,0.5060938414580438
227,0.49776748326877324
228,0.5173168403705409
229,0.456837317365258
230,0.5046335852320417
231,0.5375139591867919
232,0.4694584441610413
233,0.5571905367682841
234,0.5657231260612902
235,0.43311199737325395
236,0.46166721464143806
237,0.432787907994537
238,0.4645707432886686
239,0.5277160589136416
240,0.5380128413211008
241,0.4222164864311253
242,0.5541717575755104
243,0.44672970185040856
244,0.5124087088135151
245,0.5427933509639258
246,0.4815783146914117
247,0.5574396809526395
248,0.49060060700079244
249,0.49042028546210076
250,0.5479010978969675
251,0.5037987451584719
252,0.5290830082868984
253,0.47318021311239455
254,0.4887385159504258
255,0.5249693384665388
256,0.4966148892204856
257,0.49534348660739
258,0.44016469586546275
259,0.5170667019706493
260,0.49358179442728517
261,0.5171193331576901
262,0.5263423837845423
263,0.45419959590095155
264,0.49093299449834493
265,0.5550017854485443
266,0.5166826106136934
267,0.536755935718762
268,0.5776195850893409
269,0.500976352300764
270,0.44574043267657343
271,0.45354790016073826
272,0.47635882686745834
273,0.5206902694398927
274,0.5466780695336192
275,0.5112466022493485
276,0.4876315077191746
277,0.5129096280794995
278,0.518257702881958
279,0.5073882163526386
280,0.47629523759223613
281,0.5027054648303638
282,0.47076763263974836
283,0.44036348700767686
284,0.5084496028856159
285,0.5136121291748484
286,0.4545616535918429
287,0.5019780027822138
288,0.5170083957864889
289,0.4661538972779827
290,0.4938677480988679
291,0.5431073483524886
292,0.5390080755092544
293,0.478080989086987
294,0.5475302707692951
295,0.4906161918351941
296,0.5139111285955797
297,0.49946303630623257
298,0.5436015591286204
299,0.5184235334359407
300,0.46881546672144797
301,0.4748643388371977
